33.75995,-118.12352
33.75987,-118.12304
33.75985,-118.11663
33.75984,-118.11533
33.75983,-118.11579
33.75983,-118.12296
33.75980,-118.12266
33.75975,-118.12876
33.75968,-118.11509
33.75966,-118.11513
33.75963,-118.12665
33.75962,-118.12893
33.75957,-118.12706
33.75954,-118.12614
33.75947,-118.11624
33.75944,-118.11536
33.75942,-118.12746
33.75941,-118.12909
33.75930,-118.12782
33.75923,-118.12461
33.75909,-118.11497
33.75908,-118.11581
33.75908,-118.12806
33.75904,-118.12065
33.75903,-118.12042
33.75901,-118.12208
33.75900,-118.11434
33.75898,-118.12153
33.75898,-118.12034
33.75896,-118.12300
33.75891,-118.12029
33.75889,-118.12026
33.75888,-118.12025
33.75886,-118.12009
33.75881,-118.11469
33.75881,-118.11997
33.75877,-118.11989
33.75874,-118.11543
33.75873,-118.12842
33.75871,-118.12967
33.75870,-118.11401
33.75870,-118.11983
33.75867,-118.11406
33.75852,-118.11388
33.75848,-118.11431
33.75848,-118.12986
33.75846,-118.12861
33.75846,-118.11514
33.75842,-118.11960
33.75838,-118.12994
33.75819,-118.12882
33.75814,-118.11476
33.75809,-118.12994
33.75801,-118.11707
33.75797,-118.11459
33.75773,-118.11677
33.75754,-118.11648
33.75752,-118.11654
33.75752,-118.11651
33.75749,-118.11642
33.75739,-118.11631
33.75730,-118.11622
33.75728,-118.12945
33.75727,-118.12937
33.75721,-118.11612
33.75718,-118.11612
33.75716,-118.12950
33.75715,-118.11610
33.75709,-118.11793
33.75708,-118.11798
33.75707,-118.11601
33.75705,-118.11800
33.75700,-118.11609
33.75696,-118.12957
33.75693,-118.11611
33.75690,-118.12959
33.75689,-118.11769
33.75686,-118.12959
33.75684,-118.11770
33.75683,-118.11612
33.75682,-118.11773
33.75676,-118.11587
33.75673,-118.11573
33.75672,-118.11606
33.75671,-118.11597
33.75668,-118.11600
33.75668,-118.11734
33.75668,-118.12954
33.75667,-118.11748
33.75667,-118.12956
33.75667,-118.11754
33.75663,-118.11727
33.75661,-118.11558
33.75660,-118.11528
33.75659,-118.12952
33.75657,-118.12953
33.75654,-118.11321
33.75653,-118.11520
33.75644,-118.11710
33.75640,-118.11709
33.75636,-118.11502
33.75634,-118.12946
33.75634,-118.11705
33.75632,-118.11297
33.75626,-118.11700
33.75626,-118.11701
33.75612,-118.11275
33.75597,-118.11459
33.75595,-118.11457
33.75591,-118.11253
33.75591,-118.11452
33.75586,-118.11447
33.75584,-118.11445
33.75582,-118.12925
33.75575,-118.11644
33.75573,-118.12429
33.75572,-118.12414
33.75572,-118.12445
33.75571,-118.11431
33.75571,-118.12396
33.75570,-118.12466
33.75569,-118.11229
33.75568,-118.12377
33.75566,-118.12484
33.75563,-118.12917
33.75559,-118.12505
33.75559,-118.12325
33.75554,-118.12423
33.75553,-118.12446
33.75553,-118.12290
33.75552,-118.12523
33.75552,-118.12402
33.75551,-118.12461
33.75549,-118.12905
33.75548,-118.12270
33.75547,-118.12479
33.75545,-118.11203
33.75542,-118.12497
33.75541,-118.12543
33.75540,-118.12249
33.75539,-118.12891
33.75534,-118.12293
33.75532,-118.12518
33.75532,-118.12229
33.75530,-118.12558
33.75530,-118.12875
33.75529,-118.12274
33.75529,-118.11704
33.75523,-118.12535
33.75522,-118.12254
33.75522,-118.12212
33.75520,-118.11176
33.75517,-118.12574
33.75512,-118.12235
33.75510,-118.12552
33.75509,-118.12194
33.75505,-118.12585
33.75501,-118.12218
33.75495,-118.12179
33.75494,-118.12802
33.75494,-118.12568
33.75487,-118.12201
33.75483,-118.12600
33.75481,-118.12168
33.75480,-118.12782
33.75476,-118.12581
33.75471,-118.12607
33.75471,-118.12186
33.75467,-118.12158
33.75458,-118.12178
33.75456,-118.12614
33.75453,-118.12151
33.75452,-118.12592
33.75443,-118.12170
33.75442,-118.12741
33.75440,-118.12145
33.75435,-118.12620
33.75431,-118.12165
33.75427,-118.12141
33.75427,-118.12599
33.75426,-118.12715
33.75421,-118.12754
33.75420,-118.12758
33.75420,-118.12621
33.75418,-118.12162
33.75408,-118.12138
33.75403,-118.12622
33.75401,-118.12159
33.75395,-118.12599
33.75393,-118.12137
33.75391,-118.12621
33.75387,-118.12628
33.75387,-118.12159
33.75379,-118.12595
33.75372,-118.12161
33.75372,-118.12593
33.75368,-118.12139
33.75365,-118.11416
33.75358,-118.12166
33.75351,-118.12145
33.75346,-118.12171
33.75337,-118.12178
33.75336,-118.11384
33.75334,-118.12155
33.75328,-118.12187
33.75326,-118.12490
33.75324,-118.12485
33.75322,-118.12163
33.75322,-118.12195
33.75322,-118.12481
33.75320,-118.11475
33.75319,-118.12476
33.75316,-118.12784
33.75314,-118.12777
33.75314,-118.12212
33.75311,-118.12177
33.75310,-118.11356
33.75309,-118.12227
33.75308,-118.12498
33.75306,-118.12494
33.75304,-118.12490
33.75303,-118.12487
33.75300,-118.12195
33.75300,-118.12438
33.75298,-118.12434
33.75294,-118.12209
33.75290,-118.12224
33.75290,-118.11358
33.75289,-118.12377
33.75285,-118.12260
33.75282,-118.12784
33.75278,-118.12442
33.75276,-118.12783
33.75274,-118.11738
33.75272,-118.11807
33.75269,-118.12384
33.75265,-118.12748
33.75263,-118.12748
33.75262,-118.11835
33.75259,-118.11398
33.75257,-118.11680
33.75254,-118.11852
33.75248,-118.11864
33.75245,-118.12462
33.75237,-118.11878
33.75230,-118.12382
33.75230,-118.11887
33.75221,-118.12914
33.75217,-118.10850
33.75212,-118.11903
33.75210,-118.11461
33.75202,-118.11574
33.75188,-118.11518
33.75188,-118.11545
33.75188,-118.12844
33.75187,-118.12842
33.75181,-118.12795
33.75153,-118.12715
33.75143,-118.11318
33.75143,-118.11287
33.75137,-118.11281
33.75136,-118.12646
33.75132,-118.11282
33.75130,-118.11979
33.75123,-118.11345
33.75122,-118.11989
33.75112,-118.12005
33.75111,-118.12569
33.75111,-118.11306
33.75105,-118.12023
33.75105,-118.12107
33.75104,-118.11371
33.75101,-118.12039
33.75100,-118.12087
33.75099,-118.12054
33.75099,-118.12070
33.75094,-118.11337
33.75091,-118.11340
33.75079,-118.12482
33.75065,-118.11423
33.75064,-118.11089
33.75050,-118.12385
33.75041,-118.11423
33.75041,-118.11407
33.75037,-118.11418
33.75037,-118.11412
33.75025,-118.12320
33.75005,-118.11190
33.75000,-118.12274
33.74999,-118.12254
33.74994,-118.12253
33.74990,-118.12903
33.74982,-118.12261
33.74977,-118.11211
33.74977,-118.11528
33.74977,-118.11521
33.74972,-118.11516
33.74960,-118.12199
33.74957,-118.12821
33.74947,-118.11252
33.74945,-118.11514
33.74942,-118.11567
33.74938,-118.12129
33.74931,-118.12114
33.74930,-118.12144
33.74929,-118.11572
33.74929,-118.12146
33.74928,-118.11533
33.74927,-118.11279
33.74924,-118.12736
33.74922,-118.12101
33.74911,-118.12086
33.74906,-118.12080
33.74902,-118.12075
33.74898,-118.12071
33.74897,-118.12665
33.74896,-118.11567
33.74893,-118.12066
33.74893,-118.11566
33.74887,-118.12061
33.74884,-118.12060
33.74878,-118.12055
33.74875,-118.12052
33.74873,-118.12049
33.74870,-118.12047
33.74865,-118.12558
33.74863,-118.12040
33.74861,-118.11353
33.74854,-118.12031
33.74851,-118.12027
33.74850,-118.11555
33.74850,-118.12026
33.74848,-118.11555
33.74848,-118.12024
33.74846,-118.12022
33.74837,-118.12012
33.74831,-118.12008
33.74829,-118.11505
33.74828,-118.11505
33.74820,-118.11999
33.74807,-118.11543
33.74806,-118.11543
33.74804,-118.11542
33.74804,-118.11982
33.74797,-118.11972
33.74792,-118.12402
33.74792,-118.11433
33.74789,-118.11428
33.74787,-118.11964
33.74786,-118.12397
33.74757,-118.11531
33.74755,-118.11530
33.74754,-118.11925
33.74731,-118.11521
33.74723,-118.11876
33.74706,-118.11854
33.74693,-118.11825
33.74673,-118.11796
33.74672,-118.11794
33.74672,-118.11504
33.74669,-118.12176
33.74641,-118.12128
33.74629,-118.11493
33.74628,-118.12102
33.74627,-118.11492
33.74624,-118.11668
33.74618,-118.11697
33.74605,-118.11661
33.74603,-118.12069
33.74593,-118.12047
33.74589,-118.12037
33.74582,-118.11479
33.74576,-118.12027
33.74571,-118.11651
